package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium,generic_clean,ingredient_clean,true_manufacturer_count,log_manufacturer_count,prev_shortage_date,days_since_last_shortage_x,log_days_since_last_shortage,days_since_last_shortage_y,days_since_last_shortage,rolling_shortage_12m,log_rolling_shortage_12m,future_shortage,approval_year,drug_age,reason_manufacturing,reason_quality,reason_demand,reason_unknown,manufacturer_risk,category_demand_score_x,is_injectable,is_tablet,is_capsule,manufacturer_risk_scaled,category_demand_score_y,category_demand_score
0264-7520-10,Dextrose Monohydrate 10% Injection,injection,"Dextrose Monohydrate 10%, Injection, 10 g/100 mL (NDC 0264-7520-10)",B. Braun Medical Inc.,2022-03-01,2026-03-19,,Available,Current,unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,,0,4,1,13,2.6390573296152584,False,False,DEXTROSE MONOHYDRATE,,1.0,0.6931471805599453,2022-03-01,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.0,0.04,1,0,0,0.0,0.04,0.04
0264-2101-10,Sterile Water Irrigant,irrigant,"Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-10)",B. Braun Medical Inc.,2023-04-28,2026-03-19,,Available,Current,unavailable,"Gastroenterology, Other, Pediatric",Reverified,,0,3,1,9,2.302585092994046,False,True,STERILE WATER IRRIGANT,,1.0,0.6931471805599453,2023-04-28,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.0,0.75,0,0,0,0.0,0.75,0.75
0264-7387-50,Dextrose Monohydrate 70% Injection,injection,"Dextrose Monohydrate 70%, Injection, 70 g/100 mL (NDC 0264-7387-50)",B. Braun Medical Inc.,2024-10-11,2026-03-19,,Available,Current,unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,,0,3,1,4,1.6094379124341005,False,False,DEXTROSE MONOHYDRATE,,1.0,0.6931471805599453,2024-10-11,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2024,0,0,0,0,0,0.0,0.04,1,0,0,0.0,0.04,0.04
0264-7750-20,Lactated Ringers Injection,injection,"Lactated Ringers, Injection, .02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7750-20)",B. Braun Medical Inc.,2024-10-11,2025-10-03,,,Resolved,unavailable,"Endocrinology/Metabolism, Gastroenterology, Other",Revised,,0,3,1,12,2.5649493574615367,False,False,LACTATED RINGERS,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2024,0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
0338-1075-02,Dobutamine Hydrochloride Injection,injection,"Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 200 mg/100 mL (NDC 0338-1075-02)",Baxter Healthcare,2017-11-06,2026-04-01,,Available,Current,unavailable,"Cardiovascular, Pediatric, Renal",Reverified,,0,4,1,11,2.4849066497880004,False,False,DOBUTAMINE HYDROCHLORIDE,DOBUTAMINE HYDROCHLORIDE,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2017,0,0,0,0,0,0.0,0.4444444444444444,1,0,0,0.0,0.4444444444444444,0.4444444444444444
0338-1007-03,Dopamine Hydrochloride Injection,injection,"Dopamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 160 mg/100 mL (NDC 0338-1007-03)",Baxter Healthcare,2017-11-06,2026-04-01,,Available,Current,unavailable,Cardiovascular,Reverified,,0,3,1,12,2.5649493574615367,False,False,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,3.0,1.3862943611198906,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2017,0,0,0,0,0,0.0,0.19135802469135801,1,0,0,0.0,0.19135802469135801,0.19135802469135801
0338-0072-25,Ketorolac Tromethamine Injection,injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)",Baxter Healthcare,2018-06-06,2026-04-01,,Unavailable,Current,demand increase for the drug,Analgesia/Addiction,Reverified,Estimated recovery: TBD,1,7,1,25,3.258096538021482,False,False,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,23.0,3.1780538303479458,2018-03-26,72.0,4.290459441148391,72.0,72.0,2,1.0986122886681098,0,2018,0,0,0,1,0,0.23076923076923078,0.4608695652173913,1,0,0,0.7333970377726029,0.4608695652173913,0.4608695652173913
0338-1055-48,Metronidazole Injection,injection,"Flagyl I.v. Rtu In Plastic Container, Injection, 500 mg/100 mL (NDC 0338-1055-48)",Baxter Healthcare,2022-01-13,2026-04-01,,Available,Current,unavailable,Anti-Infective,Reverified,,0,3,1,4,1.6094379124341005,False,False,METRONIDAZOLE,METRONIDAZOLE,32.0,3.4965075614664802,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.16129032258064516,0.36538461538461536,1,0,0,0.5639528324945936,0.36538461538461536,0.36538461538461536
43066-007-10,Rocuronium Bromide Injection,injection,"Rocuronium Bromide, Injection, 50 mg/5 mL (NDC 43066-007-10)",Baxter Healthcare,2023-02-15,2026-04-01,,Available,Current,unavailable,Anesthesia,Reverified,,0,11,1,26,3.295836866004329,False,False,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,19.0,2.995732273553991,2023-02-15,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.13725490196078433,0.2558139534883721,1,0,0,0.4111789395074105,0.2558139534883721,0.2558139534883721
0338-3612-50,Clindamycin Phosphate Injection,injection,"Clindamycin Phosphate, Injection, 600 mg/50 mL (NDC 0338-3612-50)",Baxter Healthcare,2023-03-21,2026-04-01,,Available,Current,unavailable,Anti-Infective,Reverified,,0,4,1,20,3.044522437723423,False,False,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,24.0,3.2188758248682006,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2023,0,0,0,0,0,0.1320754716981132,0.36538461538461536,1,0,0,0.4251345429071208,0.36538461538461536,0.36538461538461536
0003-3631-12,Atazanavir Sulfate Capsule,capsule,"Reyataz, Capsule, 200 mg (NDC 0003-3631-12)",Bristol Myers Squibb Co.,2025-06-04,2025-06-04,2025-06-04,,To Be Discontinued,unavailable,Antiviral,New,Permanent discontinuation,0,1,1,2,1.0986122886681098,True,False,ATAZANAVIR SULFATE,ATAZANAVIR SULFATE,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.25,0,0,1,0.0,0.25,0.25
43066-027-10,Ropivacaine Hydrochloride Injection,injection,"Ropivacaine Hydrochloride, Injection, 10 mg/1 mL (NDC 43066-027-10)","Caplin Steriles, Ltd.",2020-12-22,2026-03-02,,Available,Current,unavailable,Anesthesia,Reverified,Check wholesalers for inventory; Marketed by Baxter,0,5,1,46,3.8501476017100575,False,False,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,13.0,2.6390573296152584,2018-03-27,1001.0,6.90975328164481,1001.0,1001.0,0,0.0,1,2020,0,0,0,0,0,0.0,0.2558139534883721,1,0,0,0.0,0.2558139534883721,0.2558139534883721
65219-447-20,Etomidate Injection,injection,"Etomidate, Injection, 2 mg/mL (NDC 65219-447-20)","Caplin Steriles, Ltd.",2022-10-05,2026-03-02,,Available,Current,unavailable,Anesthesia,Reverified,Check wholesalers for inventory; Marketed by Fresenius Kabi 800-551-7176,0,6,1,19,2.995732273553991,False,False,ETOMIDATE,ETOMIDATE,8.0,2.1972245773362196,2022-10-05,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.5,0.2558139534883721,1,0,0,1.0986122886681098,0.2558139534883721,0.2558139534883721
62135-736-30,Flurazepam Hydrochloride Capsule,capsule,"Flurazepam Hydrochloride, Capsule, 15 mg (NDC 62135-736-30)",Chartwell Molecular Holdings LLC,2022-08-03,2026-02-02,,Available,Current,unavailable,"Neurology, Other",Reverified,,0,2,1,6,1.9459101490553128,True,False,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE,2.0,1.0986122886681098,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.0,0.25,0,0,1,0.0,0.25,0.25
69097-004-67,Hydrocortisone Sodium Succinate Injection,injection,"Hydrocortisone Sodium Succinate, Injection, 100 mg/ Vial (NDC 69097-004-67)",Cipla Limited,2023-03-24,2026-02-24,,,Resolved,unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Pulmonary/Allergy, Renal, Rheumatology",Revised,,0,2,1,8,2.19722457733622,False,False,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,3.0,1.3862943611198906,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
68308-115-01,Methamphetamine Hydrochloride Tablet,tablet,"Methamphetamine Hydrochloride, Tablet, 5 mg (NDC 68308-115-01)","Dr. Reddy's Laboratories, Inc.",2023-03-17,2026-01-27,,,Resolved,unavailable,Psychiatry,Revised,,0,2,1,2,1.0986122886681098,True,False,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE,3.0,1.3862943611198906,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.0,0.358974358974359,0,1,0,0.0,0.358974358974359,0.358974358974359
70726-0305-1,Riluzole Oral Suspension,oral suspension,"Teglutik, Oral Suspension, 5 mg/1 mL (NDC 70726-0305-1)","EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",2024-01-26,2026-04-01,,Available,Current,unavailable,Neurology,Reverified,,0,1,1,4,1.6094379124341005,True,False,RILUZOLE ORAL,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2024,0,0,0,0,0,0.0,0.2,0,0,0,0.0,0.2,0.2
72305-100-30,Levothyroxine Sodium Tablet,tablet,"Euthyrox, Tablet, 100 ug (NDC 72305-100-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,21.0,3.091042453358316,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.043478260869565216,0,1,0,0.0,0.043478260869565216,0.043478260869565216
0002-7623-01,Pemetrexed Disodium Injection,injection,"Alimta, Injection, 500 mg/20 mL (NDC 0002-7623-01)",Eli Lilly and Co.,2025-10-16,2025-10-16,2025-10-16,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,2,1,4,1.6094379124341005,False,False,PEMETREXED DISODIUM,PEMETREXED DISODIUM,17.0,2.8903717578961645,2025-10-10,6.0,1.9459101490553132,6.0,6.0,1,0.6931471805599453,0,2025,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
0002-8235-05,Insulin Lispro-aabc Injection,injection,"Lyumjev, Injection, U-100 Tempo Pen (NDC 0002-8235-05)",Eli Lilly and Co.,2025-10-24,2025-10-24,2025-10-24,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,2,1.0986122886681098,False,False,INSULIN LISPRO-AABC,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.043478260869565216,1,0,0,0.0,0.043478260869565216,0.043478260869565216
0002-4491-62,Lasmiditan Succinate Tablet,tablet,"Reyvow, Tablet, 100 mg (NDC 0002-4491-62)",Eli Lilly and Co.,2025-11-03,2025-11-03,2025-11-03,,To Be Discontinued,unavailable,Neurology,New,"A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.",0,1,1,6,1.9459101490553128,True,False,LASMIDITAN SUCCINATE,LASMIDITAN SUCCINATE,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,1,0,0.0,0.2,0.2
0002-8870-27,Mirikizumab-mrkz Injection,injection,"Omvoh, Injection, 100 mg/1 mL (NDC 0002-8870-27)",Eli Lilly and Co.,2025-12-22,2025-12-22,2025-12-22,,To Be Discontinued,unavailable,"Gastroenterology, Other",New,A business decision was made to discontinue. Distribution will end April 2026. The 200 mg/2 mL injection presentation (NDC 0002-1442-11) will remain.,0,1,1,2,1.0986122886681098,False,False,MIRIKIZUMAB-MRKZ,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
0603-5168-32,Phenobarbital Tablet,tablet,"Phenobarbital, Tablet, 97.2 mg (NDC 0603-5168-32)","Endo Pharmaceuticals, Inc.",2025-10-31,2025-10-31,2025-10-31,,To Be Discontinued,unavailable,"Analgesia/Addiction, Neurology, Other",New,Discontinuation of the manufacture of the drug,0,1,1,8,2.19722457733622,True,False,PHENOBARBITAL,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
60951-712-70,Acetaminophen; Oxycodone Hydrochloride Tablet,tablet,"Acetaminophen; Oxycodone Hydrochloride, Tablet, 325 mg; 10 mg (NDC 60951-712-70)","Endo Pharmaceuticals, Inc.",2025-11-03,2025-11-03,2025-11-03,,To Be Discontinued,unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553128,True,False,ACETAMINOPHEN,ACETAMINOPHEN,20.0,3.044522437723423,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.4608695652173913,0,1,0,0.0,0.4608695652173913,0.4608695652173913
0603-3718-34,Frovatriptan Succinate Tablet,tablet,"Frova, Tablet, 2.5 mg (NDC 0603-3718-34)","Endo Pharmaceuticals, Inc.",2025-11-12,2025-11-12,2025-11-12,,To Be Discontinued,unavailable,Neurology,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,2,1.0986122886681098,True,False,FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,1,0,0.0,0.2,0.2
49884-119-91,Everolimus Tablet,tablet,"Everolimus, Tablet, 2.5 mg (NDC 49884-119-91)","Endo Pharmaceuticals, Inc.",2026-01-06,2026-01-06,2026-01-06,,To Be Discontinued,unavailable,Transplant,New,Discontinuation of the manufacture of the drug,0,3,1,11,2.4849066497880004,True,False,EVEROLIMUS,EVEROLIMUS,12.0,2.5649493574615367,2025-11-03,64.0,4.174387269895637,64.0,64.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
42806-801-30,Rifampin Capsule,capsule,"Rifampin, Capsule, 150 mg (NDC 42806-801-30)","Epic Pharma, LLC",2021-12-22,2026-03-05,,Available,Current,unavailable,Anti-Infective,Reverified,,0,2,1,9,2.302585092994046,True,False,RIFAMPIN,RIFAMPIN,9.0,2.302585092994046,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2021,0,0,0,0,0,0.0,0.36538461538461536,0,0,1,0.0,0.36538461538461536,0.36538461538461536
55150-249-50,Bupivacaine Hydrochloride Injection,injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 55150-249-50)",Eugia US LLC,2018-02-20,2026-03-18,,Available,Current,unavailable,Anesthesia,Revised,Check wholesalers for inventory,0,6,1,42,3.7612001156935615,False,False,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,10.0,2.3978952727983707,2018-02-20,0.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2018,0,0,0,0,0,0.0,0.2558139534883721,1,0,0,0.0,0.2558139534883721,0.2558139534883721
55150-163-30,Lidocaine Hydrochloride Injection,injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-163-30)",Eugia US LLC,2018-02-20,2026-03-18,,Available,Current,unavailable,Anesthesia,Revised,Check wholesalers for inventory,0,10,1,70,4.262679877041316,False,False,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,28.0,3.367295829986474,2017-10-25,118.0,4.77912349311153,118.0,118.0,1,0.6931471805599453,1,2018,0,0,0,0,0,0.1111111111111111,0.2558139534883721,1,0,0,0.3741439811096082,0.2558139534883721,0.2558139534883721
55150-200-10,Ropivacaine Hydrochloride Injection,injection,"Ropivacaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-200-10)",Eugia US LLC,2018-03-23,2026-03-18,,Unavailable,Current,demand increase for the drug,Anesthesia,Revised,On backorder. Recovery: TBD. Check wholesalers for inventory,1,5,1,46,3.8501476017100575,False,False,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,13.0,2.6390573296152584,2018-03-23,0.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2018,0,0,0,1,0,0.26666666666666666,0.2558139534883721,1,0,0,0.7037486212307356,0.2558139534883721,0.2558139534883721
55150-254-10,Lidocaine Hydrochloride Injection,injection,"Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-254-10)",Eugia US LLC,2018-06-13,2026-03-18,,Available,Current,unavailable,Anesthesia,Revised,Check wholesalers for inventory,0,10,1,70,4.262679877041316,False,False,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,28.0,3.367295829986474,2018-02-20,113.0,4.736198448394496,113.0,113.0,2,1.0986122886681098,0,2018,0,0,0,0,0,0.22727272727272727,0.2558139534883721,1,0,0,0.7652945068151077,0.2558139534883721,0.2558139534883721
55150-304-25,Dexamethasone Sodium Phosphate Injection,injection,"Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 55150-304-25)",Eugia US LLC,2019-02-08,2026-03-18,,Available,Current,unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Reverified,Check wholesalers for inventory,0,5,1,16,2.833213344056216,False,False,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,9.0,2.302585092994046,2019-02-08,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2019,0,0,0,0,0,0.2962962962962963,0.2,1,0,0,0.6822474349611988,0.2,0.2
55150-393-01,Azacitidine Injection,injection,"Azacitidine, Injection, 100 mg/4 mL (NDC 55150-393-01)",Eugia US LLC,2020-12-22,2026-03-18,,Unavailable,Current,demand increase for the drug,Oncology,Revised,On backorder. Recovery: TBD. Check wholesalers for inventory,1,9,1,9,2.302585092994046,False,False,AZACITIDINE,AZACITIDINE,16.0,2.833213344056216,2020-12-21,1.0,0.6931471805599453,1.0,1.0,2,1.0986122886681098,1,2020,0,0,0,1,0,0.35294117647058826,0.27586206896551724,1,0,0,0.9999576508433705,0.27586206896551724,0.27586206896551724
51754-5001-5,Sodium Bicarbonate Injection,injection,"Sodium Bicarbonate, Injection, 84 mg/1 mL (NDC 51754-5001-5)","Exela Pharma Sciences, LLC",2017-07-24,2026-04-01,,Available,Current,unavailable,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Reverified,,0,5,1,19,2.995732273553991,False,False,SODIUM BICARBONATE,SODIUM BICARBONATE,9.0,2.302585092994046,2017-07-24,0.0,4.983606621708336,145.0,145.0,1,0.6931471805599453,0,2017,0,0,0,0,0,0.0,0.5294117647058824,1,0,0,0.0,0.5294117647058824,0.5294117647058824
63323-806-02,Fentanyl Citrate Injection,injection,"Fentanyl Citrate Preservative Free, Injection, .05 mg/1 mL (NDC 63323-806-02)","Fresenius Kabi USA, LLC",2012-01-01,2026-04-02,,Unavailable,Current,other,"Analgesia/Addiction, Pediatric",Reverified,Next release May 2026. Check wholesalers for inventory.,1,3,1,19,2.995732273553991,False,False,FENTANYL CITRATE,FENTANYL CITRATE,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2012,0,0,0,0,0,0.5,0.5714285714285714,1,0,0,0.8047189562170501,0.5714285714285714,0.5714285714285714
63323-032-00,Sodium Acetate Injection,injection,"Sodium Acetate, Injection, 4 meq/100 mL (NDC 63323-032-00)","Fresenius Kabi USA, LLC",2016-03-23,2026-04-02,,Available,Current,unavailable,Total Parenteral Nutrition,Reverified,Check wholesalers for inventory,0,4,1,12,2.5649493574615367,False,False,SODIUM ACETATE,SODIUM ACETATE,6.0,1.9459101490553132,2016-02-03,49.0,3.912023005428146,49.0,49.0,1,0.6931471805599453,0,2016,0,0,0,0,0,0.32142857142857145,0.0,1,0,0,0.6254711193392078,0.0,0.0
63323-489-27,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",injection,"Xylocaine, Injection, .005 mg/1 mL; 20 mg/1 mL (NDC 63323-489-27)","Fresenius Kabi USA, LLC",2016-10-14,2026-04-02,,Available,Current,unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,2,1,22,3.1354942159291497,False,False,EPINEPHRINE BITARTRATE,EPINEPHRINE BITARTRATE,1.0,0.6931471805599453,2012-02-22,1696.0,7.436617265234227,1696.0,1696.0,0,0.0,0,2016,0,0,0,0,0,0.3103448275862069,0.2835820895522388,1,0,0,0.21511464224274165,0.2835820895522388,0.2835820895522388
63323-851-50,Hydromorphone Hydrochloride Injection,injection,"Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 63323-851-50)","Fresenius Kabi USA, LLC",2017-10-31,2026-04-02,,Available,Current,unavailable,Analgesia/Addiction,Reverified,Check wholesalers for inventory,0,4,1,26,3.295836866004329,False,False,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2017,0,0,0,0,0,0.2682926829268293,0.4608695652173913,1,0,0,0.643337756116636,0.4608695652173913,0.4608695652173913
76045-004-11,Morphine Sulfate Injection,injection,"Morphine Sulfate, Injection, 2 mg/1 mL (NDC 76045-004-11)","Fresenius Kabi USA, LLC",2017-10-31,2026-04-02,,Unavailable,Current,other,Analgesia/Addiction,Reverified,Next release May 2026. Check wholesalers for inventory.,1,5,1,25,3.258096538021482,False,False,MORPHINE SULFATE,MORPHINE SULFATE,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2017,0,0,0,0,0,0.375,0.4608695652173913,1,0,0,1.0838894092110616,0.4608695652173913,0.4608695652173913
63323-854-10,Hydromorphone Hydrochloride Injection,injection,"Hydromorphone Hydrochloride, Injection, 4 mg/1 mL (NDC 63323-854-10)","Fresenius Kabi USA, LLC",2017-11-01,2026-04-02,,Unavailable,Current,other,Analgesia/Addiction,Reverified,Expected recovery: TBD,1,4,1,26,3.295836866004329,False,False,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,10.0,2.3978952727983707,2017-10-31,1.0,0.6931471805599453,1.0,1.0,1,0.6931471805599453,0,2017,0,0,0,0,0,0.4444444444444444,0.4608695652173913,1,0,0,1.0657312323548314,0.4608695652173913,0.4608695652173913
65219-572-10,Bumetanide Injection,injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 65219-572-10)","Fresenius Kabi USA, LLC",2018-01-31,2026-04-02,,Available,Current,unavailable,Cardiovascular,Reverified,Check wholesalers for inventory,0,5,1,12,2.5649493574615367,False,False,BUMETANIDE,BUMETANIDE,21.0,3.091042453358316,2017-12-13,49.0,3.912023005428146,49.0,49.0,1,0.6931471805599453,0,2018,0,0,0,0,0,0.4406779661016949,0.19135802469135801,1,0,0,1.3621543014799358,0.19135802469135801,0.19135802469135801
63323-460-37,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",injection,"Sensorcaine, Injection, 7.5 mg/1 mL; .005 mg/1 mL (NDC 63323-460-37)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,2,1,20,3.044522437723423,False,False,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2018,0,0,0,0,0,0.4084507042253521,0.2558139534883721,1,0,0,0.9794220128331373,0.2558139534883721,0.2558139534883721
63323-494-05,Valproate Sodium Injection,injection,"Valproate Sodium, Injection, 100 mg/1 mL (NDC 63323-494-05)","Fresenius Kabi USA, LLC",2020-12-30,2026-04-02,,Available,Current,unavailable,Neurology,Reverified,Checkwholesalers for inventory,0,2,1,2,1.0986122886681098,False,False,VALPROATE SODIUM,VALPROATE SODIUM,3.0,1.3862943611198906,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2020,0,0,0,0,0,0.4153846153846154,0.2,1,0,0,0.5758453500036469,0.2,0.2
63323-351-20,Rifampin Injection,injection,"Rifampin, Injection, 600 mg (NDC 63323-351-20)","Fresenius Kabi USA, LLC",2021-02-17,2026-04-02,,Available,Current,unavailable,Anti-Infective,Reverified,Check wholesalers for inventory,0,3,1,3,1.3862943611198906,False,False,RIFAMPIN,RIFAMPIN,9.0,2.302585092994046,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2021,0,0,0,0,0,0.4122137404580153,0.36538461538461536,1,0,0,0.9491572139059427,0.36538461538461536,0.36538461538461536
63323-185-20,Sterile Water Injection,injection,"Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-20)","Fresenius Kabi USA, LLC",2021-11-23,2026-04-02,,Available,Current,unavailable,Other,Reverified,Check wholesalers for inventory,0,5,1,12,2.5649493574615367,False,False,STERILE WATER,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2021,0,0,0,0,0,0.4090909090909091,0.21428571428571427,1,0,0,0.2835602102290685,0.21428571428571427,0.21428571428571427
63323-724-05,Remifentanil Hydrochloride Injection,injection,"Remifentanil Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-724-05)","Fresenius Kabi USA, LLC",2022-06-28,2026-04-02,,Available,Current,unavailable,Analgesia/Addiction,Reverified,Check wholesalers for inventory,0,3,1,9,2.302585092994046,False,False,REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2022,0,0,0,0,0,0.3819444444444444,0.4608695652173913,1,0,0,0.6147158693324688,0.4608695652173913,0.4608695652173913
